,INDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,Fmin,Fmean,Fmax,DATE,TIME,HOUR,TOP1MATCH,TOP1DIST,TOP2MATCH,TOP2DIST,TOP3MATCH,TOP3DIST,VOCALIZATIONS,MANUAL ID*,INPATHMD5,DATETIME,DAY,5_DAY,SECONDS,LUCOMAGNO,RIEDERALP,TO_INCLUDE,DEVICE,COORDX,COORDY,LATITUDE,LONGITUDE,CALL_1,CALL_2,CALL_3,CALL_4,FEMALE,INDIVIDUALS
909,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3380.3093259999996,1.8986669999999999,890.625,1016.4739999999999,1171.875,2020-04-17,05:30:20.309,5,cluster.33,0.26729,cluster.06,1.350536,cluster.09,1.3573709999999999,1,Lagmut_call2,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:30:20.309,17,15,19820.309,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
912,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3382.2080079999996,1.7280000000000002,914.063,1044.0339999999999,1148.438,2020-04-17,05:30:22.207,5,cluster.33,1.090806,cluster.28,1.271407,cluster.29,1.306291,1,Lagmut_call2,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:30:22.207,17,15,19822.207,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
398,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3473.2373049999997,1.621333,937.5,1131.348,1500.0,2020-04-17,05:31:53.237,5,cluster.33,0.886791,cluster.18,1.317576,cluster.31,1.339668,1,Lagmut_call3,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:31:53.237,17,15,19913.237,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,0,1,0,0,1
911,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3507.498779,1.706667,867.188,1044.922,1429.6879999999999,2020-04-17,05:32:27.498,5,cluster.33,1.059376,cluster.31,1.338633,cluster.27,1.3436290000000002,1,Lagmut_call2,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:32:27.498,17,15,19947.498,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
908,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3523.9892579999996,2.112,914.063,1026.855,1171.875,2020-04-17,05:32:43.988,5,cluster.33,0.265861,cluster.06,1.350188,cluster.09,1.354422,1,Lagmut_call2,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:32:43.988,17,15,19963.988,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
910,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3539.3706049999996,2.4106669999999997,914.063,1088.17,1429.6879999999999,2020-04-17,05:32:59.369,5,cluster.33,0.838887,cluster.18,1.29324,cluster.24,1.3392950000000001,1,Lagmut_call2,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:32:59.369,17,15,19979.369,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
1301,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3551.786621,1.7919999999999998,937.5,1119.141,1640.625,2020-04-17,05:33:11.785,5,cluster.33,1.142024,cluster.18,1.3128870000000001,cluster.25,1.337543,1,Lagmut_call1,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:33:11.785,17,15,19991.785,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,1,0,0,0,0,1
1368,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3559.594727,1.7919999999999998,890.625,1066.761,1171.875,2020-04-17,05:33:19.594,5,cluster.33,1.031463,cluster.18,1.152136,cluster.24,1.310726,1,Lagmut_2calls_1-1,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:33:19.594,17,15,19999.594,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,2,0,0,0,0,2
1300,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3564.6293950000004,1.8986669999999999,1148.438,1324.219,1429.6879999999999,2020-04-17,05:33:24.629,5,cluster.31,1.254874,cluster.32,1.2775729999999998,cluster.26,1.31384,1,Lagmut_call1,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:33:24.629,17,15,20004.629,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,1,0,0,0,0,1
1302,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3568.3625490000004,1.621333,1171.875,1317.9089999999999,1500.0,2020-04-17,05:33:28.361,5,cluster.15,0.907733,cluster.27,1.308534,cluster.31,1.31321,1,Lagmut_call1,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:33:28.361,17,15,20008.361,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,1,0,0,0,0,1
1303,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3572.45874,2.3466669999999996,984.375,1171.875,1687.5,2020-04-17,05:33:32.457,5,cluster.18,1.235834,cluster.33,1.264364,cluster.25,1.331928,1,Lagmut_call1,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:33:32.457,17,15,20012.457,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,1,0,0,0,0,1
1367,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3583.4880369999996,2.602667,1195.313,1306.875,1781.25,2020-04-17,05:33:43.487,5,cluster.27,1.11388,cluster.29,1.288024,cluster.28,1.2904579999999999,1,Lagmut_2calls_1-1,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:33:43.487,17,15,20023.487,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,2,0,0,0,0,2
955,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_043400.wav,0,3592.106689,1.7706669999999998,1031.25,1246.323,1546.875,2020-04-17,05:33:52.106,5,cluster.33,1.295507,cluster.18,1.321796,cluster.25,1.322114,1,Lagmut_call1,5e0XmfZ8HC4qGQD3GZdgkg==,2020-04-17 05:33:52.106,17,15,20032.106,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,1,0,0,0,0,1
1304,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,7.402667,2.154667,960.938,1101.563,1289.063,2020-04-17,05:34:08.401,5,cluster.33,1.036168,cluster.06,1.350035,cluster.32,1.353732,1,Lagmut_call1,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 05:34:08.401,17,15,20048.401,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,1,0,0,0,0,1
1305,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,18.176001,2.218667,914.063,1171.354,1617.1879999999999,2020-04-17,05:34:19.175,5,cluster.33,1.202115,cluster.17,1.328093,cluster.25,1.336609,1,Lagmut_call1,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 05:34:19.175,17,15,20059.175,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,1,0,0,0,0,1
1369,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,23.509332999999998,1.813333,1101.563,1257.635,1429.6879999999999,2020-04-17,05:34:24.509,5,cluster.30,1.032262,cluster.28,1.149851,cluster.27,1.159958,1,Lagmut_2calls_1-1,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 05:34:24.509,17,15,20064.509,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,2,0,0,0,0,2
1370,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,25.322666,1.301333,984.375,1146.013,1429.6879999999999,2020-04-17,05:34:26.321,5,cluster.18,1.2409379999999999,cluster.27,1.310184,cluster.28,1.3233,1,Lagmut_2calls_1-1,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 05:34:26.321,17,15,20066.321,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,2,0,0,0,0,2
914,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,60.757332,2.4106669999999997,890.625,1052.083,1382.8129999999999,2020-04-17,05:35:01.756,5,cluster.33,0.964766,cluster.30,1.341807,cluster.06,1.350631,1,Lagmut_call2,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 05:35:01.756,17,15,20101.756,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
401,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,466.15466299999997,1.557333,937.5,1145.89,1476.5629999999999,2020-04-17,05:41:47.154,5,cluster.33,0.9953770000000001,cluster.27,1.3191899999999999,cluster.10,1.329911,1,Lagmut_call3,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 05:41:47.154,17,15,20507.154,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,0,1,0,0,1
400,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,2042.773315,1.8559999999999999,796.875,1065.81,1992.1879999999999,2020-04-17,06:08:03.773,6,cluster.18,1.32679,cluster.11,1.3375299999999999,cluster.09,1.3489,1,Lagmut_call3,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 06:08:03.773,17,15,22083.773,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,0,1,0,0,1
916,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,2044.629272,2.709333,796.875,1028.646,1992.1879999999999,2020-04-17,06:08:05.628,6,cluster.09,0.8198350000000001,cluster.12,1.03277,cluster.00,1.08178,1,Lagmut_call2,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 06:08:05.628,17,15,22085.628,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
915,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,2073.7919920000004,2.4106669999999997,796.875,1141.875,1992.1879999999999,2020-04-17,06:08:34.792,6,cluster.33,0.980928,cluster.06,1.3544,cluster.32,1.354795,1,Lagmut_call2,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 06:08:34.792,17,15,22114.792,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
913,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,2181.418701,1.9413330000000002,914.063,1023.003,1171.875,2020-04-17,06:10:22.417,6,cluster.33,0.329343,cluster.06,1.3512950000000001,cluster.32,1.357453,1,Lagmut_call2,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 06:10:22.417,17,15,22222.417,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
1331,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,2439.743896,1.813333,1007.813,1267.969,1593.75,2020-04-17,06:14:40.743,6,cluster.18,1.219055,cluster.21,1.3219040000000002,cluster.25,1.3299239999999999,1,Lagmut_2calls_1-3,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 06:14:40.743,17,15,22480.743,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,1,0,1,0,0,2
1306,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,2605.375977,1.365333,1007.813,1122.489,1265.625,2020-04-17,06:17:26.376,6,cluster.33,1.251203,cluster.32,1.350726,cluster.06,1.3512549999999999,1,Lagmut_call1,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 06:17:26.376,17,15,22646.376,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,1,0,0,0,0,1
353,D:\LAGMUT2020,Lucomagno\LM2_TI_702740-156357\Sostituzione1_16.04-03.05.2020\Data,LM2-ION_20200417_053402.wav,0,2712.959961,1.28,867.188,1421.007,1992.1879999999999,2020-04-17,06:19:14.960,6,cluster.31,1.2528569999999999,cluster.27,1.2621870000000002,cluster.32,1.317754,1,Lagmut_call3,L2z/I1R7A+QW6Ad3vJLGCA==,2020-04-17 06:19:14.960,17,15,22754.96,True,False,True,LM2,702740,156357,46.55060534879483,8.778317677962141,0,0,1,0,0,1
1307,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,2715.306641,1.301333,937.5,1098.214,1218.75,2020-04-17,06:19:16.306,6,cluster.18,1.184492,cluster.33,1.237929,cluster.11,1.335996,1,Lagmut_call1,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 06:19:16.306,17,15,22756.306,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,1,0,0,0,0,1
1371,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,2720.725342,1.813333,984.375,1123.535,1359.375,2020-04-17,06:19:21.725,6,cluster.18,1.280568,cluster.11,1.34331,cluster.27,1.34859,1,Lagmut_2calls_1-1,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 06:19:21.725,17,15,22761.725,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,2,0,0,0,0,2
399,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_053401.wav,0,2811.199951,1.7706669999999998,1054.688,1254.774,1617.1879999999999,2020-04-17,06:20:52.200,6,cluster.18,1.269421,cluster.17,1.319713,cluster.26,1.330265,1,Lagmut_call3,p6L/HlzBoQCsLRxg5YbMtA==,2020-04-17 06:20:52.200,17,15,22852.2,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,0,1,0,0,1
833,D:\LAGMUT2020,Lucomagno\LM2_TI_702740-156357\Sostituzione1_16.04-03.05.2020\Data,LM2-ION_20200417_053402.wav,0,2846.549316,1.365333,796.875,1112.813,1828.125,2020-04-17,06:21:28.548,6,cluster.09,1.151609,cluster.33,1.2452459999999999,cluster.00,1.3327,1,Lagmut_call2,L2z/I1R7A+QW6Ad3vJLGCA==,2020-04-17 06:21:28.548,17,15,22888.548,True,False,True,LM2,702740,156357,46.55060534879483,8.778317677962141,0,1,0,0,0,1
354,D:\LAGMUT2020,Lucomagno\LM2_TI_702740-156357\Sostituzione1_16.04-03.05.2020\Data,LM2-ION_20200417_053402.wav,0,2851.775879,1.984,984.375,1248.047,1992.1879999999999,2020-04-17,06:21:33.776,6,cluster.17,1.063466,cluster.15,1.252142,cluster.14,1.284294,1,Lagmut_call3,L2z/I1R7A+QW6Ad3vJLGCA==,2020-04-17 06:21:33.776,17,15,22893.776,True,False,True,LM2,702740,156357,46.55060534879483,8.778317677962141,0,0,1,0,0,1
355,D:\LAGMUT2020,Lucomagno\LM2_TI_702740-156357\Sostituzione1_16.04-03.05.2020\Data,LM2-ION_20200417_053402.wav,0,2853.76001,2.4106669999999997,843.75,1335.9379999999999,1593.75,2020-04-17,06:21:35.759,6,cluster.21,1.28326,cluster.20,1.300079,cluster.25,1.319386,1,Lagmut_call3,L2z/I1R7A+QW6Ad3vJLGCA==,2020-04-17 06:21:35.759,17,15,22895.759,True,False,True,LM2,702740,156357,46.55060534879483,8.778317677962141,0,0,1,0,0,1
831,D:\LAGMUT2020,Lucomagno\LM2_TI_702740-156357\Sostituzione1_16.04-03.05.2020\Data,LM2-ION_20200417_053402.wav,0,2925.696045,1.813333,796.875,1038.281,1992.1879999999999,2020-04-17,06:22:47.695,6,cluster.00,0.681972,cluster.01,0.8698309999999999,cluster.08,0.9052100000000001,1,Lagmut_call2,L2z/I1R7A+QW6Ad3vJLGCA==,2020-04-17 06:22:47.695,17,15,22967.695,True,False,True,LM2,702740,156357,46.55060534879483,8.778317677962141,0,1,0,0,0,1
832,D:\LAGMUT2020,Lucomagno\LM2_TI_702740-156357\Sostituzione1_16.04-03.05.2020\Data,LM2-ION_20200417_053402.wav,0,2927.509277,1.7280000000000002,890.625,1331.543,1992.1879999999999,2020-04-17,06:22:49.509,6,cluster.07,0.9785010000000001,cluster.06,1.041932,cluster.08,1.24199,1,Lagmut_call2,L2z/I1R7A+QW6Ad3vJLGCA==,2020-04-17 06:22:49.509,17,15,22969.509,True,False,True,LM2,702740,156357,46.55060534879483,8.778317677962141,0,1,0,0,0,1
645,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_053402.wav,0,3024.447998,1.6,796.875,1022.727,1992.1879999999999,2020-04-17,06:24:26.448,6,cluster.09,1.179484,cluster.00,1.296524,cluster.10,1.314511,1,Lagmut_call2,HtwMeRLKBFFudxICvXy/6g==,2020-04-17 06:24:26.448,17,15,23066.448,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,0,1,0,0,0,1
60,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_053402.wav,0,3035.7973629999997,1.7919999999999998,796.875,1055.444,1289.063,2020-04-17,06:24:37.796,6,cluster.33,1.103452,cluster.06,1.351404,cluster.25,1.360484,1,Lagmut_call4,HtwMeRLKBFFudxICvXy/6g==,2020-04-17 06:24:37.796,17,15,23077.796,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,0,0,0,1,0,1
1065,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_053402.wav,0,3049.621338,1.557333,937.5,1115.792,1312.5,2020-04-17,06:24:51.621,6,cluster.06,1.351558,cluster.25,1.360375,cluster.05,1.360659,1,Lagmut_call1,HtwMeRLKBFFudxICvXy/6g==,2020-04-17 06:24:51.621,17,15,23091.621,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,1,0,0,0,0,1
1066,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_053402.wav,0,3056.725342,1.813333,890.625,1662.109,1992.1879999999999,2020-04-17,06:24:58.725,6,cluster.09,1.267159,cluster.25,1.303836,cluster.26,1.344738,1,Lagmut_call1,HtwMeRLKBFFudxICvXy/6g==,2020-04-17 06:24:58.725,17,15,23098.725,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,1,0,0,0,0,1
262,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_053402.wav,0,3135.210693,1.344,843.75,1127.009,1429.6879999999999,2020-04-17,06:26:17.210,6,cluster.33,0.9324680000000001,cluster.30,1.2022110000000001,cluster.28,1.271285,1,Lagmut_call3,HtwMeRLKBFFudxICvXy/6g==,2020-04-17 06:26:17.210,17,15,23177.21,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,0,0,1,0,0,1
917,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_063402.wav,0,155.157333,1.6640000000000001,1242.188,1312.5,1429.6879999999999,2020-04-17,06:36:37.156,6,cluster.27,1.180182,cluster.31,1.272752,cluster.30,1.274753,1,Lagmut_call2,EOZOqQ85yPUTzXNGahk1pA==,2020-04-17 06:36:37.156,17,15,23797.156,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
61,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_063402.wav,0,949.290649,2.3466669999999996,843.75,1089.154,1242.188,2020-04-17,06:49:51.289,6,cluster.33,1.190246,cluster.06,1.3507770000000001,cluster.25,1.3604559999999999,1,Lagmut_call4,MlMngd6ZYAMr+z3nElgqIg==,2020-04-17 06:49:51.289,17,15,24591.289,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,0,0,0,1,0,1
1067,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_063402.wav,0,958.335999,2.0266669999999998,1171.875,1789.5220000000002,1992.1879999999999,2020-04-17,06:50:00.336,6,cluster.17,1.281657,cluster.30,1.286578,cluster.32,1.3326770000000001,1,Lagmut_call1,MlMngd6ZYAMr+z3nElgqIg==,2020-04-17 06:50:00.336,17,15,24600.336,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,1,0,0,0,0,1
1068,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_063402.wav,0,985.8773189999999,1.472,890.625,1173.387,1335.9379999999999,2020-04-17,06:50:27.876,6,cluster.18,1.338991,cluster.06,1.3501,cluster.11,1.3517370000000002,1,Lagmut_call1,MlMngd6ZYAMr+z3nElgqIg==,2020-04-17 06:50:27.876,17,15,24627.876,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,1,0,0,0,0,1
1271,D:\LAGMUT2020,Lucomagno\LM2_TI_702740-156357\Sostituzione1_16.04-03.05.2020\Data,LM2-ION_20200417_073402.wav,0,78.869331,1.386667,1054.688,1271.3410000000001,1546.875,2020-04-17,07:35:20.868,7,cluster.30,1.3324790000000002,cluster.32,1.339925,cluster.15,1.343699,1,Lagmut_call1,bCOtz+UVj6JXvWQmS2i9Xg==,2020-04-17 07:35:20.868,17,15,27320.868,True,False,True,LM2,702740,156357,46.55060534879483,8.778317677962141,1,0,0,0,0,1
647,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_073402.wav,0,364.650665,1.365333,914.063,1083.333,1242.188,2020-04-17,07:40:06.650,7,cluster.33,0.943651,cluster.06,1.351102,cluster.25,1.360645,1,Lagmut_call2,c303r658R3DRVS8/DpoNqg==,2020-04-17 07:40:06.650,17,15,27606.65,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,0,1,0,0,0,1
1070,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_073402.wav,0,388.181335,1.28,1031.25,1222.098,1828.125,2020-04-17,07:40:30.181,7,cluster.27,1.2031180000000001,cluster.30,1.244154,cluster.28,1.264203,1,Lagmut_call1,c303r658R3DRVS8/DpoNqg==,2020-04-17 07:40:30.181,17,15,27630.181,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,1,0,0,0,0,1
646,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_073402.wav,0,434.34668,2.3466669999999996,984.375,1131.288,1476.5629999999999,2020-04-17,07:41:16.346,7,cluster.33,1.25805,cluster.18,1.273405,cluster.32,1.34976,1,Lagmut_call2,c303r658R3DRVS8/DpoNqg==,2020-04-17 07:41:16.346,17,15,27676.346,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,0,1,0,0,0,1
1069,D:\LAGMUT2020,Lucomagno\LM3_TI_702929-156055\Sostituzione1_16.04-03.05.2020\Data,LM3-ALKALINE_20200417_073402.wav,0,456.34133899999995,1.301333,1031.25,1204.018,1382.8129999999999,2020-04-17,07:41:38.341,7,cluster.28,1.21184,cluster.30,1.227484,cluster.29,1.275784,1,Lagmut_call1,c303r658R3DRVS8/DpoNqg==,2020-04-17 07:41:38.341,17,15,27698.341,True,False,True,LM3,702929,156055,46.5478600289554,8.780714309229364,1,0,0,0,0,1
919,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_083404.wav,0,77.077332,1.6853330000000002,1007.813,1112.5919999999999,1359.375,2020-04-17,08:35:21.077,8,cluster.18,1.2302629999999999,cluster.31,1.2999100000000001,cluster.33,1.340889,1,Lagmut_call2,o2g47L8qbMcjhUgVb6LxCQ==,2020-04-17 08:35:21.077,17,15,30921.077,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
918,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_083404.wav,0,3150.506592,1.8346669999999998,820.313,1025.521,1265.625,2020-04-17,09:26:34.506,9,cluster.33,0.42277,cluster.18,1.2770059999999999,cluster.11,1.342327,1,Lagmut_call2,o2g47L8qbMcjhUgVb6LxCQ==,2020-04-17 09:26:34.506,17,15,33994.506,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
920,D:\LAGMUT2020,Lucomagno\LM1_TI_703115-157067\Sostituzione1_16.04-03.05.2020\Data,LM1-ALKALINE_20200417_083404.wav,0,3152.341309,1.813333,890.625,1182.065,1429.6879999999999,2020-04-17,09:26:36.341,9,cluster.18,1.293751,cluster.30,1.33136,cluster.28,1.333423,1,Lagmut_call2,o2g47L8qbMcjhUgVb6LxCQ==,2020-04-17 09:26:36.341,17,15,33996.341,True,False,True,LM1,703115,157067,46.556933591751346,8.783365195811234,0,1,0,0,0,1
